,text,label
7883,May need an X-ray would have been good to have it then instead of waiting for a further appointment,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7884,Mayb a email saying therapy had stopped and reasons,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7885,Maybe  after scan as requested...what happens next?who gets in touch with who.?,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7886,Maybe a Pilates class for especially the oldest generation to keep us moving! Prevention rather than cure for old bones!,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7887,Maybe a bit quicker but sometimes things take time.,[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.]
7888,Maybe a board or some system to advise how long  to wait,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7889,Maybe a brief written summary of advice,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7890,Maybe a chance to be split up so you can give your concerns with the patient knowing you are talking about him/her. That part I felt a little let down as it is quite hard to talk in front of the patient and not suffer the consequences after you leave.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7891,"Maybe a different way to test the video option, as I only found out a problem 10 mins before the appt, so no time to sort it out.",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7892,"Maybe a few examples of how other patients have tackled exercises differently, and why/how it helped them.",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7893,Maybe a few handouts with some pictures,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7894,Maybe a few more calls.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7895,Maybe a link with [name removed] talking us through a short relaxation.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7896,Maybe a little more time for questions at the end. Please note I was treated at st marks hospital maidenhead not Upton hospital so the question about answering questions about the 2 doctors mentioned in the question was not relevant.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7897,"Maybe a little time looking through  exercise sheer.  ……some minor queries when I got home 
I understand there will be a follow up",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7898,Maybe a longer appointment .,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7899,Maybe a longer service with telephone calls for a few weeks longer,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7900,Maybe a part 2 course once tried some of the recommendations to discuss what's worked for people & next steps forward?,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7901,Maybe a phone call every now and then just to touch base with a real person,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7902,Maybe a several questions at the end is there anything you feel we haven't covered today which you had like to tell us about?,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7903,Maybe a shorter queue and explain what it is before we go there,[1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7904,Maybe a shorter waiting time but it really wasn’t an issue,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7905,Maybe a unbiased fact sheet about treatment prior to treatment with costing.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7906,Maybe able to see the same person for a period of time. They get to know you and your problems better if you are able to see the same person.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7907,Maybe advertise that the presentation is only an hour but will go on for longer if there are questions. Thinking the presentation was 2 hrs long worried me with a 4 month old.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7908,Maybe advising on a team would be nice as I like to be organised and prepared,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7909,"Maybe as treatment involves home exercises and lots of verbal information given during session if time available could be useful to have very brief written outline of exercises, e.g. how many, how long and how frequent",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7910,Maybe ask more questions in regards of the person experience or had gone through,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7911,Maybe at the start but depends on the person but maybe weekly calls could help some a bit more but all was great for me,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7912,Maybe been quicker and get so TV shows on the TV to entertain people.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7913,"Maybe been seen by psychologist 
A bit longer to understand what is in their mind",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7914,Maybe believed in me and considered my situation and circumstances.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7915,"Maybe better explanations of the storage of mobile charges on arrival, as was hard to take it all in at first and I have lost my daughters fast charge Ipad lead and plug!",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7916,Maybe better time keeping,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7917,Maybe clarify the plus's and minus's of eating fruits further - they cause me a sugar high that I am not convinced is too healthy,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7918,Maybe comfort the patient after.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7919,"Maybe communication, mainly because sometimes the appointments were not written down",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7920,Maybe considering to have more appointments,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7921,Maybe continue talking to the patient and listen to them about what is going on from their view. Not to be just forgotten and then treated like I had leprosy!,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7922,Maybe continued with advanced exercises!,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7923,Maybe could have talked through more the potential side effects of the prescribed medication.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7924,Maybe dedicating a bit more time to what co-production was.,[0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7925,Maybe devise a system whereby patient are aware whether the nurse is free from previous patient.,[0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7926,Maybe do some Interview techniques.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7927,Maybe documented notes and to do / action lists,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7928,Maybe emails with encouraging exercises in between appointments when cancelled ?,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7929,Maybe encourage more interaction/videos on.,[0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0.]
7930,Maybe encourage us to engage more or go into a bit more detail on some things,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7931,Maybe explain the injection better,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7932,"Maybe exploring the reason ""why"" more into my thoughts, feelings and behaviours.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.]
7933,"Maybe extend length of course of maybe 3 times a week!
Attended previously 7 years ago.",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7934,Maybe give us more time after to recover,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7935,Maybe giving more initial information.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7936,"Maybe good to hear a bit more about others experiences through prompting, but also glad main focus on slide content.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7937,Maybe had that conversation earlier….,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7938,Maybe hand out 'information folder' earlier before attending information on during would have helped earlier for understanding side effects.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7939,Maybe have a section as add on to go directly to the different videos for mediatation relaxation etc not having to go through the module to find it,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7940,Maybe have break out rooms so discussions could be had between people and bringing that back to the main group.,[0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
7941,Maybe have groups that are in age & ability.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7942,Maybe have paper work available to look at.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7943,"Maybe have some more nurses on duty when it's busy, especially 8am.",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7944,Maybe have sometime at the end of the session to talk to parent and child individually on how bet support the child with their diagnosis.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7945,Maybe have the leaders share some of their experience as I did wonder whether our leader was just a trained professional or whether she had any real experience to base what she was saying on. Knowing that someone has been there and overcome would have been nice rather than just being told by a 'teacher',[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7946,Maybe have us all in a group chat?,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7947,Maybe if I listened a bit more.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7948,Maybe if I was told to close my eyes initially o would have helped. Or provided with an eye mask/cover or told to bring one.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7949,Maybe if there are boundaries that can trigger other patients we could be advised.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
7950,Maybe include someone that could advise on that medical side of COVID but both ladies were brilliant and professional,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7951,"Maybe it would have been useful
To go over a food diary",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7952,Maybe it would have helped me to understand the type of help/advice/approach I was going to receive a bit more so I could prepare myself to take in that information.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7953,Maybe just a little longer with councillor. Maybe 1 hour and half,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7954,Maybe just maye less phone calls on the days before the surgery to confirm appointments . One call is appreciated and enough,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7955,Maybe less of a wait time?,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7956,Maybe letting clients have longer weeks as 6 weeks isn’t really enough!,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7957,Maybe limit the wait time if at all possible. But it was extra busy compared to weekend.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7958,Maybe listen a little bit more to my concerns and times of visits.,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7959,Maybe listen to concerns more.,[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7960,Maybe listened to my past experience re blood pressure,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7961,Maybe longer than a 6 weeks.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7962,Maybe look at the photo from previous appointment and let me know if there was progress.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7963,"Maybe more explanation of who you are, what you do and what to expect following  the call?",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7964,Maybe more guidance/reminder on how to manage panic.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7965,Maybe more homework to do,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7966,Maybe more in-depth on carb counting. I do think as an experienced diabetic I think that a new person to diabetes would struggle to understand this online. In person is a lot easier,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7967,"Maybe more information for local support, did mention a group called Hope, maybe an email of points from the phone call and info where to get further help while I'm on waiting list",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7968,Maybe more information on or the ability to track your autism assessment. Maybe a private waiting room for one person but if you have headphones its not so bad.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7969,Maybe more one to one sessions,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7970,"Maybe more options of treatment, or why these specific ones were chosen.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7971,Maybe more sessions as I don’t always think it enough for some children as like mine was was getting use to coming to the session and then they stop as only had like 4 sessions,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7972,Maybe more sessions during the week….. but O know it’s not possible…,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7973,Maybe more therapy workshops.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7974,Maybe my care coordinator could have brought me the latest Recovery College Booklet,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7975,Maybe not wait too long for the appointment.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7976,Maybe offer a few more sessions to rule out any potential problems that have not been caught in prev session.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7977,Maybe on extra session.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7978,Maybe outlined procedure for treatment.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7979,Maybe people welcoming you could have a bit more life in them? Like smile to you and make you feel comfortable when you arriving on your appoitment.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7980,Maybe please cut the waiting timing but all was will.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7981,"Maybe pre-counselling to prepare for test results, more emotional support.",[1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7982,"Maybe scan where my vein is before applying the numbing cream, but my veins are not good . So maybe apply cream to my arm from elbow down.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7983,Maybe some more helpful tips.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7984,Maybe some more support and understanding the process and how it works.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
7985,Maybe some of the tutors learn a little more about Self awareness.,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7986,Maybe speak a little louder,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7987,Maybe streamline the appointment system. Open bookings for the walk in clinics online.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
7988,Maybe take the time out to explain everything to me personally.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7989,Maybe talked to patient a bit more.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
7990,Maybe the course be longer,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7991,Maybe three to four years a go listen to me that would  have saved money for the national health and a lot of pain for me,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7992,"Maybe timings as the session started 10 minutes late, but not a big issue.  Your team did very well.",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7993,"Maybe to give specific instructions which of the exercises should be tried at home after each session,they vary each time,so eventually I could choose the right ones for me to carry on with.",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7994,Maybe try to include some case studies of older people and the situations we find ourselves in later in life!!,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7995,Maybe try to talk the person every a one and try and see which way is good for person before u sign the person out,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7996,Maybe twice a week would be more beneficial,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7997,Maybe use simpler words,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7998,Maybe using new tools.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1.]
7999,Maybe when I first came I needed physical health care could have been arranged quicker.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
8000,"Maybe when booking the appointment, letting people know you will need to take a urine sample. This delayed my appointment and potentially others due to not needing to go to the toilet.",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
8001,"Maybe worked on the physical side of END which has deteriorated over the last 2 to 3 years, but also the mental side which was suggested by [name removed] [name removed] in Bracknell and may well be the cause for my disability, known as why now - see the work of [name removed] [name removed] from Edinburgh.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
8002,Me attending and being welcomed warmly.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
8003,Medical  sick notes not provided by Cleveland clinic. I had to ask after reviewing the dicharge notes and noticed nothing is mentioned about sick leave period. I asked the nurse who explained that I would have to contact my GP to get the sick note which I thought was an additional task I had to do and could not understand why the clinic who had conducted my operation were not in a position to issue the medical note.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
